# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
Kepler-1691,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1692,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2020,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1693,Transit,2021,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1694,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1695,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1696,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1697,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1698,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-1699,Transit,2020,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-17,Transit,2011,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-170,Transit,2014,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1700,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1701,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1702,Transit,2020,Kepler
Kepler-1704,Transit,2013,Kepler
Kepler-1704,Transit,2013,Kepler
Kepler-1704,Transit,2013,Kepler
Kepler-1704,Transit,2013,Kepler
Kepler-1704,Transit,2013,Kepler
Kepler-1705,Transit,2014,Kepler
Kepler-1705,Transit,2014,Kepler
Kepler-1705,Transit,2014,Kepler
Kepler-1705,Transit,2014,Kepler
Kepler-1705,Transit,2021,Kepler
Kepler-1708,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-1709,Transit,2021,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-171,Transit,2014,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1710,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1711,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1712,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1713,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1714,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1715,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1716,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1717,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1718,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-1719,Transit,2021,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-172,Transit,2014,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1720,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1721,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1722,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1723,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1724,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1725,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1726,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1727,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1728,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-1729,Transit,2021,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-173,Transit,2014,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1730,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1731,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1732,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1733,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1734,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1735,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1736,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1737,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1738,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-1739,Transit,2021,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-174,Transit,2014,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1740,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1741,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1742,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1743,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1744,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1745,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1746,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1747,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1748,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-1749,Transit,2021,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-175,Transit,2014,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1750,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1751,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1752,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1753,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1754,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1755,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1756,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1757,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1758,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-1759,Transit,2021,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
Kepler-176,Transit,2014,Kepler
